date,xejVolatility,cloudCover,viterbi_state_index,viterbi_state_label,posterior_low,posterior_normal,posterior_high,state_entropy
2018-02-19,263.599609375,26,0,Normal Volatility,0.0057718827937695465,0.9930167609885228,0.0012113562173059911,0.0448469383246439
2018-02-20,120.8994140625,93,1,Low Volatility,0.7164406461519506,0.28242285737039646,0.0011364964775692312,0.6036907255848342
2018-02-21,143.2001953125,100,1,Low Volatility,0.8442992159703452,0.15520209895170461,0.000498685077941979,0.4358337223491903
2018-02-22,143.2998046875,91,1,Low Volatility,0.8907609670373736,0.10904471897116699,0.00019431399100922308,0.3463458903630402
2018-02-23,99.7001953125,43,1,Low Volatility,0.9393517397586669,0.060561784949141044,8.647529252636904e-05,0.2294006055197275
2018-02-26,139.3994140625,13,1,Low Volatility,0.9313703025328894,0.06860737566500062,2.232180255250527e-05,0.25028147289988817
2018-02-27,119.900390625,14,1,Low Volatility,0.9240783641520726,0.0758475870076569,7.404884005367688e-05,0.26928116868807545
2018-02-28,122.3994140625,48,1,Low Volatility,0.7779390033748548,0.22123756662428887,0.000823430000592997,0.5349349739563314
2018-03-01,244.2001953125,51,0,Normal Volatility,0.04587353484761779,0.9525228907495952,0.0016035744028899475,0.19802776377443093
2018-03-02,133.5,47,1,Low Volatility,0.6617635243707544,0.33700194217440577,0.0012345334545801737,0.6480205853060973
2018-03-05,97.2001953125,24,1,Low Volatility,0.7124352003603373,0.28659887659028116,0.0009659230493454912,0.6064231303118647
2018-03-06,248.599609375,0,0,Normal Volatility,0.024074134593334278,0.9756077234546913,0.00031814195239605945,0.11636942313069751
2018-03-07,168.599609375,6,1,Low Volatility,0.5294282191857217,0.4704547476102547,0.00011703320392508154,0.692502445025864
2018-03-08,62.099609375,0,1,Low Volatility,0.8385953894171441,0.1612714851613024,0.0001331254217455954,0.44307003294994596
2018-03-09,145.900390625,0,1,Low Volatility,0.8152922684158933,0.18462932759298828,7.840399121463073e-05,0.4791446379255336
2018-03-12,199.099609375,7,1,Low Volatility,0.5559327884749293,0.4440205200311821,4.669149416926409e-05,0.6873515023467041
2018-03-13,93.1005859375,4,1,Low Volatility,0.9107538736892251,0.08922494839211696,2.1177918385870147e-05,0.3009880866259306
2018-03-14,85.30078125,4,1,Low Volatility,0.9525661206138402,0.04740965334629615,2.422603975110526e-05,0.19109683411444528
2018-03-15,102.2001953125,57,1,Low Volatility,0.9317522764849077,0.0679200349558531,0.00032768855903953236,0.25115896096323304
2018-03-16,70.30078125,73,1,Low Volatility,0.8447183820072532,0.1538279968655808,0.0014536211275799583,0.4399991580066995
2018-03-19,190.5,76,1,Low Volatility,0.5990982689030905,0.3998459849500888,0.001055746146498751,0.6807005197978616
2018-03-20,141.900390625,43,1,Low Volatility,0.7781017450934801,0.2212990048662959,0.0005992500405268696,0.5334426229324418
2018-03-21,155.7001953125,0,1,Low Volatility,0.7225215534480868,0.2772973634427829,0.0001810831090603893,0.59206519426369
2018-03-22,183.0,46,0,Normal Volatility,0.4367008793137044,0.5619860612535683,0.0013130594328055944,0.69438265225663
